house-id,area,bathroom,bedroom,buildingSize,data-date,data-isonshow,data-location,data-url,erfSize,garage,type,data-price
670,boland-winelands,2.5,3,263,2017-05-31 10:05:28,FALSE,Heldervue,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-heldervue/sw1322211,302,2,apartment,4950000
671,atlantic-seaboard,3,3,260,2017-09-06 14:25:25,FALSE,Beach Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-beach-estate/1hg1337449,211,4,house,6795000
672,northern-suburbs,2,2,,2018-11-09 17:01:45,FALSE,Constantia,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-constantia-cape-town/kw1401303,1487,2,house,6950000
673,boland-winelands,2,3,,2016-08-09 11:49:28,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1279949,557,2,house,2800000
674,boland-winelands,3,3,,2017-02-20 12:12:42,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-west/rv1306952,3627,,house,2800000
675,northern-suburbs,2,3,,2018-03-27 11:43:04,FALSE,Diep River,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-diep-river/kw1368049,310,2,house,2500000
676,boland-winelands,2,4,273,2018-10-17 11:37:03,FALSE,Mount Royal Golf Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mount-royal-golf-estate/1ms1403767,720,,apartment,3200000
677,boland-winelands,3,3,270,2018-06-15 15:45:16,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1382504,358,1,house,5850000
678,boland-winelands,3.5,4,272,2018-03-14 13:46:05,FALSE,Nooitgedacht Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-nooitgedacht-estate/st1365573,368,2,apartment,5995000
679,boland-winelands,2,3,,2018-02-28 14:26:45,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1363497,556,1,apartment,5950000
680,city-bowl,1,1,54,2018-08-07 13:06:13,FALSE,Foreshore,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-foreshore/as1392160,,,apartment,3650000
681,southern-suburbs,1,3,,2018-05-31 09:01:04,FALSE,Rondebosch,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-rondebosch/kw1378649,721,1,house,4600000
682,boland-winelands,2,3,172,2018-04-11 11:21:11,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-val-de-vie/tk1370321,499,2,house,5000000
683,boland-winelands,2,3,378,2018-08-27 15:01:50,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1375604,1557,2,house,6800005
684,boland-winelands,2,3,162,2018-10-24 13:27:04,FALSE,Wellington Central,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-wellington-central/wel1402956,291,1,house,1899000
685,atlantic-seaboard,1,1,46,2018-10-22 16:19:51,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-sea-point/as1404599,,,apartment,2195000
686,atlantic-seaboard,1,,52,2018-07-09 15:07:30,FALSE,Three Anchor Bay,https://www.pamgolding.co.za/property-details/apartment-for-sale-three-anchor-bay/as1386336,,,apartment,2900000
687,atlantic-seaboard,2,2,86,2017-10-20 14:23:11,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1344719,,,apartment,6270000
688,southern-suburbs,2,2,97,2018-09-04 16:06:02,FALSE,Green Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-green-point-cape-town/as1396918,,,apartment,6500000
689,boland-winelands,2,3,,2018-11-06 10:07:57,FALSE,De Molen,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-de-molen/1ms1406940,711,2,house,1300000
690,boland-winelands,2,3,285,2018-08-29 14:13:51,FALSE,Bel Aire,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-bel-aire/sw1396001,1127,2,apartment,6500000
691,boland-winelands,3,4,270,2018-09-28 11:56:06,TRUE,Heldervue,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-heldervue/sw1397770,1102,2,apartment,2870000
692,boland-winelands,4,4,320,2018-04-06 11:02:07,FALSE,Pearl Valley at Val de Vie,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-pearl-valley-at-val-de-vie/tk1369679,670,2,apartment,6495000
693,city-bowl,2,3,,2018-10-25 13:17:55,FALSE,Vredehoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-vredehoek/cb1405229,418,,house,4950000
694,southern-suburbs,1,1,39,2018-07-05 08:36:18,FALSE,Camps Bay,https://www.pamgolding.co.za/property-details/1-bedroom-bachelor-apartment-for-sale-camps-bay/bay1385672,,,apartment,2995000
695,northern-suburbs,1.5,3,,2018-10-09 14:35:55,FALSE,Lotus River,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-lotus-river/1ot1402300,469,,house,1399000
696,southern-suburbs,2,4,,2018-02-09 09:16:28,FALSE,Claremont Upper,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-claremont-upper/kw1359979,611,,house,6900000
697,boland-winelands,2,3,331,2017-06-28 16:32:33,FALSE,La Concorde,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-la-concorde/sw1326263,1398,2,house,4650000
698,southern-suburbs,2,2,78,2018-05-04 13:45:11,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1374203,,,apartment,5450000
699,boland-winelands,3,3,199,2018-04-12 15:11:54,FALSE,Pearl Valley at Val de Vie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-pearl-valley-at-val-de-vie/tk1370692,199,,house,4300000
700,boland-winelands,2,3,220,2018-10-10 21:34:48,FALSE,Paarl South,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl-south/tk1402684,723,2,house,3995000
701,boland-winelands,4,4,,2017-11-15 09:35:20,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-kasteel/rv1348784,450,,apartment,3500000
702,boland-winelands,2,2,,2018-07-09 13:16:39,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-riebeek-west/rv1386268,1013,2,house,2750000
703,southern-suburbs,1,1,52,2016-12-05 12:25:26,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-sea-point/as1297189,,,apartment,2600000
704,boland-winelands,2,4,,2018-01-10 11:05:06,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-kasteel/rv1354654,728,2,apartment,2790000
705,boland-winelands,3,3,,2018-02-07 11:58:21,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-kasteel/rv1359496,1878,2,house,3595000
706,southern-peninsula,3.5,4,320,2018-08-11 11:44:43,FALSE,Stonehaven Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-stonehaven-estate/fh1391046,690,2,house,5295000
707,northern-suburbs,1,2,59,2018-02-27 11:52:16,FALSE,Durbanville,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-durbanville/dbv1363181,,,apartment,1165000
708,boland-winelands,1,3,191,2018-10-15 11:14:05,FALSE,Vrykyk,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-vrykyk/tk1377259,738,,apartment,2380000
709,boland-winelands,3,3,345,2011-12-09 16:29:41,FALSE,Wellington Central,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-wellington-central/wel1069704,9908,2,house,4900000
710,northern-suburbs,2,2,74,2018-08-18 16:11:17,FALSE,Burgundy Estate,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-burgundy-estate/1pla1394172,,,apartment,1450000
711,southern-peninsula,3,3,,2018-11-09 10:55:24,FALSE,Kommetjie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-kommetjie/fh1377521,496,2,house,3795000
712,northern-suburbs,2,4,,2018-09-17 13:19:03,FALSE,Ottery,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-ottery/1ot1398938,473,,house,2100000
713,boland-winelands,2,3,,2017-04-19 14:34:47,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1316010,1841,3,house,1595000
714,boland-winelands,2,3,180,2018-07-27 11:18:50,FALSE,Dalsig,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-dalsig-malmesbury/1ms1389606,1062,,house,1750000
715,boland-winelands,2,2,175,2018-06-05 15:40:22,FALSE,Heldervue,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-heldervue/sw1376981,470,2,house,2900000
716,southern-suburbs,2,2,88,2018-03-09 09:29:35,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1365242,,,apartment,6600000
717,northern-suburbs,2,4,,2018-08-30 11:07:23,FALSE,Pinelands,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-pinelands-cape-town/kw1396125,821,4,house,3300000
718,boland-winelands,3,3,300,2018-05-31 14:44:46,FALSE,La Sandra,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-la-sandra/sw1371428,1240,2,apartment,5950000
719,southern-suburbs,1,2,,2016-10-25 12:26:18,FALSE,Kewtown,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-kewtown/1ah1291123,331,,house,875000
720,boland-winelands,2,3,,2017-11-01 14:02:25,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1346532,394,1,house,3500000
721,boland-winelands,6,6,,2017-07-18 17:03:40,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-riebeek-kasteel/rv1329596,2498,,house,6695000
722,northern-suburbs,1,1,52,2018-10-31 11:57:27,FALSE,Tygervalley Waterfront,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-tygervalley-waterfront/wm1406097,,,apartment,1249000
723,boland-winelands,2,3,225,2015-01-09 11:31:28,FALSE,Fernwood,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-fernwood-somerset-west/1kc1204052,519,,house,2850000
724,boland-winelands,3,6,450,2018-10-17 11:57:41,FALSE,Roundhay,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-roundhay/sw1403542,1975,3,house,3500000
725,boland-winelands,3.5,3,,2018-04-20 12:22:27,FALSE,Schonenberg,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-schonenberg/sw1372078,564,2,apartment,5950000
726,boland-winelands,6,6,,2017-07-18 17:03:40,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-riebeek-kasteel/rv1329596,2498,,apartment,6695000
727,boland-winelands,1,3,,2016-08-05 22:06:19,FALSE,Tulbagh,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-tulbagh/rv1279820,732,1,apartment,1200000
728,boland-winelands,2,3,,2018-06-01 16:27:13,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-west/rv1379134,1806,2,apartment,3550000
729,boland-winelands,3,4,400,2017-12-08 16:47:12,FALSE,Robertson,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-robertson/rob1352490,2058,2,apartment,3395000
730,boland-winelands,3,5,,2018-05-29 15:38:01,FALSE,Riebeek Valley,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-riebeek-valley/rv1378413,238,2,house,4600000
731,city-bowl,1,3,86,2018-02-15 10:42:02,FALSE,Vredehoek,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-vredehoek/cb1361080,,,apartment,2795000
732,boland-winelands,4,4,420,2018-03-19 15:45:37,FALSE,Helderrand,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-helderrand/sw1364602,1289,2,house,5985000
733,boland-winelands,2,4,,2017-09-05 15:55:07,FALSE,Amandelrug,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-amandelrug-malmesbury/mb1337239,1241,,house,2350000
734,northern-suburbs,2,4,160,2018-07-09 09:16:58,FALSE,Rondebosch,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-rondebosch/kw1384758,260,,house,3200000
735,boland-winelands,4,4,380,2018-04-04 15:59:52,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-franschhoek/fwi1369345,530,2,apartment,5850000
736,city-bowl,2,2,85,2018-08-21 09:13:10,FALSE,Vredehoek,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-vredehoek/cb1394348,,,apartment,3850000
737,atlantic-seaboard,2,3,110,2017-06-27 15:20:37,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-mouille-point/as1324150,,,apartment,7300000
738,boland-winelands,5,5,,2018-10-06 14:38:09,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-riebeek-west/rv1401920,1336,,house,3900000
739,boland-winelands,5,5,,2018-09-14 16:14:55,FALSE,McGregor,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-mcgregor/mg1398742,2216,2,apartment,3650000
740,boland-winelands,5,8,450,2017-04-24 13:34:42,FALSE,Gordons Bay Village,https://www.pamgolding.co.za/property-details/8-bedroom-house-for-sale-gordons-bay-village/sw1316646,618,4,house,5900000
741,southern-peninsula,4,4,,2018-09-21 12:06:59,FALSE,Noordhoek,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-noordhoek-cape-town/fh1399688,1004,,house,5200000
742,boland-winelands,2,4,,2018-09-01 20:58:52,FALSE,Paarl North,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl-north/tk1396507,795,,apartment,2950000
743,southern-suburbs,1,2,90,2018-10-16 15:16:39,FALSE,Observatory,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-observatory-cape-town/kw1403604,209,,house,1850000
744,southern-suburbs,1,2,83,2017-10-17 13:23:58,FALSE,Green Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-green-point-cape-town/as1343953,,,apartment,5500000
745,boland-winelands,2,4,260,2018-04-26 12:57:39,FALSE,The Links,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-the-links/sw1373128,998,2,house,2990000
746,boland-winelands,3,4,400,2018-04-20 12:54:38,FALSE,Tre Donne Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-tre-donne-estate/sw1371557,3917,3,house,4495000
747,boland-winelands,3,3,,2018-04-04 17:04:05,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1369362,442,2,house,5695000
748,boland-winelands,2,3,220,2018-07-27 11:30:07,FALSE,Bergzicht,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-bergzicht/1ms1389593,746,1,apartment,2090000
749,southern-peninsula,3.5,4,377,2018-02-02 10:25:05,FALSE,Stonehaven Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-stonehaven-estate/fh1358811,794,2,house,7500000
750,boland-winelands,3,3,481,2018-05-07 11:38:32,FALSE,Strand,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-strand/sw1374399,600,2,apartment,6950000
751,boland-winelands,3,3,285,2018-06-20 13:48:20,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1382941,686,3,house,1590000
752,northern-suburbs,3.5,4,320,2018-06-25 20:19:50,FALSE,Plumstead,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-plumstead/kw1384114,986,,house,3850000
753,atlantic-seaboard,1,2,,2018-02-21 11:43:00,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1362214,,,apartment,4400000
754,city-bowl,2,2,104,2018-08-15 15:00:03,FALSE,Cape Town Central,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-cape-town-central/cb1389215,,,apartment,4495000
755,northern-suburbs,1,2,,2016-10-25 12:26:18,FALSE,Kewtown,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-kewtown/1ah1291123,331,,house,875000
756,city-bowl,1,,68,2018-10-15 14:57:25,FALSE,Gardens,https://www.pamgolding.co.za/property-details/apartment-for-sale-gardens/cb1403350,,,apartment,1995000
757,boland-winelands,2,3,,2017-08-29 16:05:26,FALSE,Fairview Golf Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-fairview-golf-estate/sw1335293,522,2,apartment,1750000
758,boland-winelands,3,4,206,2018-07-12 13:54:28,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1377881,692,,house,4750000
759,boland-winelands,3,3,,2018-10-24 14:07:06,FALSE,Mt. Simon Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mt.-simon-estate/st1405007,267,2,house,1900000
760,boland-winelands,3,3,200,2018-11-13 15:27:36,FALSE,Gordon Heights,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordon-heights/sw1408174,223,2,house,2300000
761,boland-winelands,2,3,172,2017-12-07 22:22:27,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1352346,435,1,house,1835000
762,boland-winelands,2,3,,2018-09-20 14:18:38,FALSE,McGregor,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mcgregor/mg1399666,986,2,apartment,1580000
763,southern-peninsula,3,3,400,2018-04-16 09:48:07,FALSE,Noordhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-noordhoek-cape-town/fh1371018,1027,2,house,5480000
764,southern-suburbs,1,3,150,2018-10-11 14:30:16,FALSE,Kenwyn,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-kenwyn/kw1402844,344,1,house,2250000
765,city-bowl,2,2,94,2018-07-17 11:47:13,FALSE,Foreshore,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-foreshore/as1387674,,,apartment,5850000
766,boland-winelands,2,3,162,2017-05-19 13:33:29,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1320437,559,2,house,2120000
767,boland-winelands,2,3,,2016-07-05 13:49:07,FALSE,Mount Royal Golf Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mount-royal-golf-estate/mb1275571,828,,apartment,2600000
768,boland-winelands,2,3,,2017-06-01 18:55:15,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1322224,754,2,house,3750000
769,atlantic-seaboard,1.5,2,115,2018-04-25 10:57:29,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1372574,,,apartment,4500000
770,boland-winelands,4,5,,2018-07-23 11:20:13,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-riebeek-west/rv1388639,1706,1,house,4250000
771,southern-peninsula,3,4,255,2018-06-21 11:18:47,FALSE,Chapmans Peak,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-chapmans-peak/fh1383467,245,2,house,6250000
772,boland-winelands,4,5,400,2018-09-19 10:39:58,FALSE,Heldervue,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-heldervue/sw1399377,1121,,house,3670000
773,boland-winelands,2,2,145,2018-11-09 08:13:26,FALSE,Vrykyk,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-vrykyk/tk1405354,634,2,house,2295000
774,boland-winelands,3,4,270,2018-09-28 11:56:06,TRUE,Heldervue,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-heldervue/sw1397770,1102,2,house,2870000
775,southern-peninsula,1,2,85,2018-09-21 16:05:11,FALSE,Kalk Bay,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-kalk-bay/fh1399837,,,apartment,3800000
776,boland-winelands,3,4,300,2018-04-23 16:09:05,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-franschhoek/fwi1372124,821,1,house,7500000
777,northern-suburbs,4,6,354,2018-09-05 23:07:14,FALSE,Kenwyn,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-kenwyn/kw1396528,716,2,house,3650000
778,atlantic-seaboard,1,1,68,2018-10-02 12:09:18,FALSE,Green Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-green-point-cape-town/as1401014,,,apartment,2450000
779,northern-suburbs,1,2,65,2018-05-10 10:32:18,FALSE,Burgundy Estate,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-burgundy-estate/1pla1375033,,,apartment,1350000
780,boland-winelands,1,3,118,2018-11-13 08:26:02,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1407888,560,1,apartment,995000
781,boland-winelands,2,3,188,2018-11-12 12:19:39,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-val-de-vie/tk1407863,428,2,apartment,4300000
782,boland-winelands,2,2,80,2018-09-04 09:11:25,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/2-bedroom-cottage-for-sale-franschhoek/fwi1396741,1524,,house,3900000
783,boland-winelands,4,5,370,2018-10-22 11:50:19,FALSE,Lochnerhof,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-lochnerhof/sw1404474,507,2,house,2599000
784,atlantic-seaboard,2,3,200,2018-05-10 12:24:41,FALSE,Hout Bay Central,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-hout-bay-central/1hg1370353,2293,2,house,5300000
785,boland-winelands,4,4,320,2017-07-07 13:11:52,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mountainside/sw1328048,691,2,apartment,5500000
786,southern-peninsula,2,3,,2018-08-28 15:25:44,FALSE,Kommetjie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-kommetjie/fh1394597,765,2,house,2250000
787,boland-winelands,5,6,500,2018-10-19 09:33:56,FALSE,Heldervue,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-heldervue/sw1403849,1559,3,house,4500000
788,boland-winelands,2,3,120,2017-08-24 09:52:59,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1335371,432,1,house,3750000
789,boland-winelands,2,3,199,2018-09-27 14:44:09,FALSE,Monte Sereno,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-monte-sereno/sw1400530,294,2,house,2750000
790,boland-winelands,3,5,560,2016-08-12 09:59:20,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-mountainside/sw1280417,535,2,apartment,4995000
791,boland-winelands,2,3,250,2018-05-04 10:58:54,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1372474,1303,2,house,1795000
792,boland-winelands,4,5,343,2018-10-12 12:27:51,FALSE,Parel Vallei,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-parel-vallei/sw1400193,806,2,apartment,6500000
793,boland-winelands,4,4,738,2017-12-15 12:02:57,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1353254,1490,2,house,4600000
794,boland-winelands,2,3,,2018-07-26 11:56:10,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-cottage-for-sale-franschhoek/fwi1389097,328,2,apartment,3750000
795,boland-winelands,3,4,260,2018-07-27 12:01:11,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mountainside/sw1389635,699,2,house,5100000
796,northern-suburbs,1,2,51,2018-01-29 14:17:56,FALSE,Burgundy Estate,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-burgundy-estate/1pla1357559,,,apartment,1250000
797,northern-suburbs,1,3,107,2018-10-24 16:23:38,FALSE,Edgemead,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-edgemead/1pla1405079,,,apartment,2363000
798,southern-suburbs,1,,52,2018-07-09 15:07:30,FALSE,Three Anchor Bay,https://www.pamgolding.co.za/property-details/apartment-for-sale-three-anchor-bay/as1386336,,,apartment,2900000
799,southern-suburbs,3,3,,2018-10-23 14:35:23,FALSE,Newlands,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-newlands-cape-town/kw1404793,575,2,house,6300000
800,city-bowl,2,2,79,2018-05-01 22:05:27,FALSE,Cape Town Central,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-cape-town-central/cb1373495,,,apartment,3100000
801,southern-suburbs,1.5,1,84,2017-10-04 14:53:51,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-sea-point/as1341427,,,apartment,3150000
802,southern-suburbs,1,1,67,2018-10-15 15:14:52,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-mouille-point/as1403370,,,apartment,4950000
803,atlantic-seaboard,1,1,89,2017-03-13 15:17:09,FALSE,De Waterkant,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-de-waterkant/as1309041,,,apartment,4250000
804,boland-winelands,2,4,,2018-01-10 11:05:06,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-kasteel/rv1354654,728,2,house,2790000
805,boland-winelands,2,4,273,2017-11-23 15:47:11,FALSE,Mount Royal Golf Estate,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mount-royal-golf-estate/1ms1350292,720,,apartment,3200000
806,boland-winelands,2,2,,2018-07-27 12:51:16,FALSE,Dalsig,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-dalsig-malmesbury/1ms1389657,383,1,house,1495000
807,boland-winelands,1,3,,2017-02-14 13:32:37,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-kasteel/rv1306045,1503,,house,1700000
808,southern-peninsula,1,2,71,2018-10-19 16:02:36,FALSE,Simons Town,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-simons-town/fh1404004,,,apartment,1500000
809,city-bowl,1,1,54,2018-06-22 09:42:26,FALSE,Foreshore,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-foreshore/as1383654,,,apartment,3650000
810,boland-winelands,4.5,5,500,2016-11-22 16:34:11,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-mountainside/sw1295619,1347,4,house,4800000
811,boland-winelands,3,4,,2017-03-30 16:57:41,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-west/rv1313499,2548,,apartment,3900000
812,boland-winelands,1,3,213,2018-07-23 15:20:24,FALSE,Goedehoop,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-goedehoop/sw1386888,581,2,apartment,2190000
813,southern-suburbs,3,4,256,2018-10-17 13:37:31,TRUE,Tokai,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-tokai/kw1403829,986,2,house,4950000
814,city-bowl,2,2,147,2018-10-05 09:23:14,FALSE,Woodstock,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-woodstock/kw1400979,,,apartment,4500000
